locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	refseq
SACI_RS03030	Saci_0637	Saci_0637	Sacid_00621		506140.0	507417.0	-	site-specific integrase	hypothetical protein	"Replication, recombination and repair"	A0A0U3H9Y3	NC_007181.1
SACI_RS03040	rnj	Saci_0639	Sacid_00623		507676.0	509571.0	-	beta-CASP ribonuclease aCPSF1	Ribonuclease J	Function unknown	A0A0U3GK46	NC_007181.1
SACI_RS03045	aroB_2	Saci_0640	Sacid_00624		509652.0	510707.0	+	NAD(P)-dependent glycerol-1-phosphate dehydrogenase	3-dehydroquinate synthase	Energy production and conversion	A0A0U2NEY6	NC_007181.1
SACI_RS03050	Saci_0641	Saci_0641	Sacid_00625		510704.0	511477.0	-	peptidylprolyl isomerase	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	UPI0002B27E92	NC_007181.1
SACI_RS03055	Saci_0642	Saci_0642	Sacid_00626		511503.0	511688.0	+	50S ribosomal protein L37e	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GVI6	NC_007181.1
SACI_RS03060	speE	Saci_0643	Sacid_00627		511688.0	512596.0	+	polyamine aminopropyltransferase	Polyamine aminopropyltransferase	Amino acid transport and metabolism	A0A0U3FMW9	NC_007181.1
SACI_RS03075	ahcY	Saci_0646	Sacid_00628		513073.0	514320.0	+	adenosylhomocysteinase	Adenosylhomocysteinase	Coenzyme transport and metabolism	A0A0U2VV86	NC_007181.1
SACI_RS03080	Saci_0647	Saci_0647	Sacid_00629		514426.0	515073.0	+	mechanosensitive ion channel	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GSW8	NC_007181.1
SACI_RS11560	SACI_RS11560				515597.0	515743.0	+	hypothetical protein		No COG annotation		NC_007181.1
SACI_RS03095	Saci_0650	Saci_0650	Sacid_00632		515799.0	516257.0	-	exonuclease	hypothetical protein	"Replication, recombination and repair"	A0A0U3GU08	NC_007181.1
SACI_RS03100	haeIIIM	Saci_0651	Sacid_00633		516250.0	517209.0	-	DNA cytosine methyltransferase	Modification methylase HaeIII	"Replication, recombination and repair"	A0A0U3HAX7	NC_007181.1
SACI_RS03105	Saci_0652	Saci_0652	Sacid_00634		517187.0	517702.0	-	"transcription factor TFIIE, subunit alpha"	hypothetical protein	Transcription	A0A0U3H267	NC_007181.1
SACI_RS03110	Saci_0653	Saci_0653	Sacid_00635		517716.0	518114.0	-	tRNA methyltransferase	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GNB5	NC_007181.1
SACI_RS03115	hflX	Saci_0654	Sacid_00636		518264.0	519322.0	-	GTPase HflX	GTPase HflX	Function unknown	F2Z6G1	NC_007181.1
SACI_RS03120	Saci_0655	Saci_0655	Sacid_00637		519319.0	519810.0	-	TIGR00270 family protein	hypothetical protein	Transcription	A0A0U2N9G3	NC_007181.1
SACI_RS03125	PAN	Saci_0656	Sacid_00638	ftsH_1	519882.0	521072.0	+	proteasome-activating nucleotidase (PAN) regulatory ATPase	ATP-dependent zinc metalloprotease FtsH	"Post-translational modification, protein turnover,and chaperones"	F2Z6H9	NC_007181.1
SACI_RS03130	Saci_0657	Saci_0657	Sacid_00639		521069.0	521575.0	+	PUA domain-containing protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U2Y887	NC_007181.1
SACI_RS03135	PAC2	Saci_0658	Sacid_00640		521575.0	522297.0	+	proteasome assembly chaperone PAC2	hypothetical protein	Function unknown	A0A0U3HA06	NC_007181.1
SACI_RS03140	tgtA	Saci_0659	Sacid_00641	QTRT1	522241.0	523785.0	-	tRNA guanosine(15) transglycosylase TgtA	Queuine tRNA-ribosyltransferase catalytic subunit 1	"Translation, ribosomal structure and biogenesis"	A0A0U3GK27	NC_007181.1
SACI_RS03145	Saci_0660	Saci_0660	Sacid_00642		523739.0	524173.0	-	Lsm family RNA-binding protein	hypothetical protein	Transcription	A0A0U3GL12	NC_007181.1
SACI_RS03150	Saci_0661	Saci_0661	Sacid_00643		524244.0	524618.0	+	DNA-directed RNA polymerase subunit G	hypothetical protein	No COG annotation	A0A0U2NEW2	NC_007181.1
SACI_RS03155	prcB	Saci_0662	Sacid_00644	psmB	524615.0	525202.0	-	archaeal 20S proteasome endopeptidase complex subunit beta (catalytic)	Proteasome subunit beta	"Post-translational modification, protein turnover,and chaperones"	A0A0U3GVH3	NC_007181.1
SACI_RS03160	hisS	Saci_0663	Sacid_00645		525232.0	526518.0	-	histidine--tRNA ligase	Histidine--tRNA ligase	"Translation, ribosomal structure and biogenesis"	UPI000055233E	NC_007181.1
SACI_RS03165	Saci_0664	Saci_0664	Sacid_00646		526525.0	526800.0	-	hypothetical protein	hypothetical protein	"Replication, recombination and repair"	A0A0U3FMW0	NC_007181.1
SACI_RS03170	tfb3	Saci_0665	Sacid_00647		526865.0	527452.0	+	TFIIB-type zinc ribbon-containing protein	hypothetical protein	Transcription	A0A0U3FEZ6	NC_007181.1
SACI_RS03175	thsB	Saci_0666	Sacid_00648	groL_1	527522.0	529183.0	+	thermosome subunit beta	60 kDa chaperonin	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FNK6	NC_007181.1
SACI_RS03180	herA	Saci_0667	Sacid_00649		529180.0	530820.0	-	"HerA helicase, ATP-binding protein (VirB4/HerA/CedB homolog)"	hypothetical protein	"Replication, recombination and repair"	A0A0U3GSV6	NC_007181.1
SACI_RS03185	Cgi121	Saci_0668	Sacid_00650		530841.0	531239.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y0D6	NC_007181.1
SACI_RS03190	urm1	Saci_0669	Sacid_00651		531229.0	531483.0	-	ubiquitin-related modifier-1 protein Urm1 (MoaD/ThiS family) aka small Ubl archaeal modifier protein (SAMP) 	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3HAW4	NC_007181.1
SACI_RS03195	Saci_0670	Saci_0670	Sacid_00652		531486.0	531734.0	-	30S ribosomal protein S17e	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3H285	NC_007181.1
SACI_RS03200	fbp	Saci_0671	Sacid_00653		531780.0	532937.0	-	"fructose 1,6-bisphosphatase"	"Fructose-1,6-bisphosphate aldolase/phosphatase"	Carbohydrate transport and metabolism	A0A0U3FMM9	NC_007181.1
SACI_RS03205	rli	Saci_0672	Sacid_00654	btuD_1	532970.0	534784.0	-	ribosome biogenesis/translation initiation ATPase RLI (RNAseL inhibitor)	Vitamin B12 import ATP-binding protein BtuD	Amino acid transport and metabolism	A0A0U2W3Z5	NC_007181.1
SACI_RS03215	abaF_1	Saci_0675	Sacid_00657		535612.0	536928.0	-	MFS transporter	Fosfomycin resistance protein AbaF	Carbohydrate transport and metabolism	A0A0U3FWX6	NC_007181.1
SACI_RS11565	SACI_RS11565				537676.0	538980.0	-	tyrosine-type recombinase/integrase		"Replication, recombination and repair"		NC_007181.1
SACI_RS03230	Saci_0679	Saci_0679	Sacid_00660		539319.0	540533.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3F799	NC_007181.1
SACI_RS03235	Saci_0680	Saci_0680	Sacid_00661		540470.0	541363.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GK13	NC_007181.1
SACI_RS03240	Saci_0681	Saci_0681	Sacid_00662		541758.0	542003.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H9V2	NC_007181.1
SACI_RS11570	SACI_RS11570				542365.0	542577.0	+	putative integrase		Function unknown	UPI000AE9D732	NC_007181.1
SACI_RS03250	rpsJ	Saci_0684	Sacid_00664		542684.0	542992.0	-	30S ribosomal protein S10	30S ribosomal protein S10	"Translation, ribosomal structure and biogenesis"	A0A0U3FVC0	NC_007181.1
SACI_RS03255	cysNC	Saci_0685	Sacid_00665	tuf	543018.0	544325.0	-	translation elongation factor EF-1 subunit alpha	Bifunctional enzyme CysN/CysC	"Translation, ribosomal structure and biogenesis"	A0A0U2NEV7	NC_007181.1
SACI_RS03260	Saci_0686	Saci_0686	Sacid_00666		544383.0	544970.0	-	30S ribosomal protein S7	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3HLE7	NC_007181.1
SACI_RS03265	Saci_0687	Saci_0687	Sacid_00667		545052.0	545543.0	+	bifunctional nuclease family protein	hypothetical protein	Function unknown	A0A0U2VV52	NC_007181.1
SACI_RS03270	Saci_0688	Saci_0688	Sacid_00668		545617.0	546060.0	-	30S ribosomal protein S12	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U2WWN8	NC_007181.1
SACI_RS03275	nusA	Saci_0689	Sacid_00669		546074.0	546505.0	-	NusA-like transcription termination signal-binding factor	Transcription termination/antitermination protein NusA	Transcription	A0A0U3FEX0	NC_007181.1
SACI_RS03280	Saci_0690	Saci_0690	Sacid_00670		546506.0	546820.0	-	50S ribosomal protein L30e	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U2WSF4	NC_007181.1
SACI_RS03285	rpoA2	Saci_0691	Sacid_00671	rpoC	546828.0	548009.0	-	DNA-directed RNA polymerase subunit A''	DNA-directed RNA polymerase subunit beta'	Transcription	A0A0U2Y4P5	NC_007181.1
SACI_RS03290	rpoA1	Saci_0692	Sacid_00672	rpoBC	548014.0	550656.0	-	DNA-directed RNA polymerase subunit A'	Bifunctional DNA-directed RNA polymerase subunit beta-beta'	Transcription	A0A0U3GTX6	NC_007181.1
SACI_RS03295	rpoB	Saci_0693	Sacid_00673		550649.0	554029.0	-	DNA-directed RNA polymerase subunit B	DNA-directed RNA polymerase subunit beta	Transcription	M1IPB9	NC_007181.1
SACI_RS03300	rpoH	Saci_0694	Sacid_00674		554034.0	554288.0	-	DNA-directed RNA polymerase subunit H	hypothetical protein	Transcription	A0A0U3GR61	NC_007181.1
SACI_RS03305	infB	Saci_0695	Sacid_00675		554494.0	556302.0	+	translation initiation factor IF-2	Translation initiation factor IF-2	"Translation, ribosomal structure and biogenesis"	A0A0U3H271	NC_007181.1
SACI_RS03310	ndk	Saci_0696	Sacid_00676		556271.0	556708.0	-	nucleoside-diphosphate kinase	Nucleoside diphosphate kinase	Nucleotide transport and metabolism	A0A0U3FML2	NC_007181.1
SACI_RS03315	Saci_0697	Saci_0697			556705.0	556893.0	-	50S ribosomal protein L24e		"Translation, ribosomal structure and biogenesis"	A0A0U2N9E7	NC_007181.1
SACI_RS03320	Saci_0698	Saci_0698	Sacid_00677		556957.0	557211.0	+	30S ribosomal protein S28e	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3FWV9	NC_007181.1
SACI_RS03325	upp	Saci_0699	Sacid_00678		557216.0	557866.0	+	uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase	Nucleotide transport and metabolism	A0A0U2WZZ2	NC_007181.1
SACI_RS03330	gatB	Saci_0700	Sacid_00679		557908.0	559326.0	+	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	"Translation, ribosomal structure and biogenesis"	A0A0U3F785	NC_007181.1
SACI_RS03335	xpt	Saci_0701	Sacid_00680		559395.0	560132.0	+	phosphoribosyltransferase	Xanthine phosphoribosyltransferase	Nucleotide transport and metabolism	A0A0U3H9Y4	NC_007181.1
SACI_RS03340	Saci_0702	Saci_0702	Sacid_00681		560129.0	560707.0	+	MBL fold metallo-hydrolase	hypothetical protein	Function unknown	A0A0U3H9U0	NC_007181.1
SACI_RS03345	moaA_2	Saci_0703	Sacid_00682		560743.0	562497.0	-	radical SAM protein	"GTP 3',8-cyclase"	Function unknown	A0A0U3FVA8	NC_007181.1
SACI_RS03350	thiL_2	Saci_0704	Sacid_00683		562567.0	563496.0	-	thiamine-monophosphate kinase	Thiamine-monophosphate kinase	Coenzyme transport and metabolism	A0A0U3GVE5	NC_007181.1
SACI_RS03360	purB	Saci_0706	Sacid_00684		563647.0	565005.0	-	adenylosuccinate lyase	Adenylosuccinate lyase	Nucleotide transport and metabolism	UPI000055235F	NC_007181.1
SACI_RS03365	Saci_0707	Saci_0707	Sacid_00685		565047.0	566048.0	+	formate--phosphoribosylaminoimidazolecarboxamide ligase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3GFU8	NC_007181.1
SACI_RS03370	Saci_0708	Saci_0708	Sacid_00686		566045.0	567094.0	+	formate--phosphoribosylaminoimidazolecarboxamide ligase family protein	hypothetical protein	Nucleotide transport and metabolism	A0A0U2VV35	NC_007181.1
SACI_RS03375	purA	Saci_0709	Sacid_00687		567223.0	568236.0	+	adenylosuccinate synthetase	Adenylosuccinate synthetase	Nucleotide transport and metabolism	A0A0U3FEW1	NC_007181.1
SACI_RS03380	Saci_0710	Saci_0710	Sacid_00688		568239.0	569642.0	+	NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	Function unknown	A0A0U2WSD8	NC_007181.1
SACI_RS03385	Saci_0711	Saci_0711	Sacid_00689		569680.0	570645.0	+	AsnC family transcriptional regulator	hypothetical protein	Transcription	UPI0000552364	NC_007181.1
SACI_RS03390	pheA	Saci_0712	Sacid_00690		570623.0	571423.0	-	prephenate dehydratase	Bifunctional chorismate mutase/prephenate dehydratase	Amino acid transport and metabolism	UPI0009B5AD9D	NC_007181.1
SACI_RS03395	tdcB	Saci_0713	Sacid_00691		571467.0	572708.0	-	threonine ammonia-lyase	L-threonine ammonia-lyase	Amino acid transport and metabolism	UPI0002B27D2C	NC_007181.1
SACI_RS03400	Saci_0714	Saci_0714	Sacid_00692		572709.0	573227.0	-	HIT domain-containing protein	AP-4-A phosphorylase	Nucleotide transport and metabolism	A0A0U3HAT6	NC_007181.1
SACI_RS03405	radA	Saci_0715	Sacid_00693	recA	573265.0	574230.0	-	DNA repair and recombination protein RadA	Protein RecA	"Replication, recombination and repair"	A0A0U3H2N4	NC_007181.1
SACI_RS03410	Saci_0716	Saci_0716	Sacid_00694		574292.0	574789.0	-	hypothetical protein	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3HI60	NC_007181.1
SACI_RS03415	rsmF_1	Saci_0717	Sacid_00695		574801.0	575817.0	-	RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase F	"Translation, ribosomal structure and biogenesis"	A0A0U3GN68	NC_007181.1
SACI_RS03420	cyaB	Saci_0718	Sacid_00696		575816.0	576373.0	+	class IV adenylate cyclase	hypothetical protein	Nucleotide transport and metabolism	A0A0U2N9D3	NC_007181.1
SACI_RS03425	salL	Saci_0719	Sacid_00697		576339.0	577175.0	+	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	Adenosyl-chloride synthase	Function unknown	A0A0U3FWT8	NC_007181.1
SACI_RS03430	Saci_0720	Saci_0720	Sacid_00698		577130.0	577645.0	+	nicotinamide-nucleotide adenylyltransferase	Bifunctional NMN adenylyltransferase/Nudix hydrolase	Nucleotide transport and metabolism	UPI000055236D	NC_007181.1
SACI_RS03435	Saci_0721	Saci_0721	Sacid_00699		577659.0	578195.0	-	DUF99 family protein	hypothetical protein	"Replication, recombination and repair"	A0A0U2WZX7	NC_007181.1
SACI_RS03440	cdc6_1	Saci_0722	Sacid_00700		578164.0	579357.0	-	"Cdc6-related protein AAA superfamily ATPase, orc1/cdc6 family replication initiation protein"	hypothetical protein	"Replication, recombination and repair"	A0A0U2Y835	NC_007181.1
SACI_RS03450	Saci_0724	Saci_0724	Sacid_00702		580124.0	581809.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GJX8	NC_007181.1
SACI_RS11915	SACI_RS11915		Sacid_00703		582313.0	582486.0	-	hypothetical protein	hypothetical protein	No COG annotation	UPI000A41AA37	NC_007181.1
SACI_RS03455	Saci_0725	Saci_0725	Sacid_00704		582782.0	583939.0	+	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	UPI000840C93D	NC_007181.1
SACI_RS03460	SACI_RS03460		Sacid_00705		584094.0	584273.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FV95	NC_007181.1
SACI_RS03465	Saci_0726	Saci_0726	Sacid_00706		584239.0	584574.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GVD6	NC_007181.1
SACI_RS03470	Saci_0727	Saci_0727	Sacid_00708		584714.0	585013.0	+	transcriptional regulator	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3GFS8	NC_007181.1
SACI_RS03475	Saci_0728	Saci_0728	Sacid_00709		584988.0	585761.0	+	geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase	Geranylgeranylglyceryl phosphate synthase	Coenzyme transport and metabolism	A0A0U3FMR6	NC_007181.1
SACI_RS03480	Saci_0729	Saci_0729	Sacid_00710		585748.0	585927.0	+	preprotein translocase subunit Sec61beta	hypothetical protein	"Intracellular trafficking, secretion, and vesicular transport"	A0A0U3FEU7	NC_007181.1
SACI_RS03485	Saci_0730	Saci_0730	Sacid_00711		586235.0	586732.0	-	DUF367 family protein	hypothetical protein	Function unknown	A0A0U2WSC5	NC_007181.1
SACI_RS03490	Saci_0731	Saci_0731	Sacid_00712		586789.0	587040.0	+	Lrp/AsnC ligand binding domain-containing protein	hypothetical protein	Transcription	A0A0U2Y0A0	NC_007181.1
SACI_RS03495	Saci_0732	Saci_0732	Sacid_00713		587163.0	588344.0	+	DUF1743 domain-containing protein	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3H1Z9	NC_007181.1
SACI_RS03500	Saci_0733	Saci_0733	Sacid_00714		588683.0	589342.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H2M2	NC_007181.1
SACI_RS03505	btuD_2	Saci_0734	Sacid_00715		589347.0	590147.0	-	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Amino acid transport and metabolism	A0A0U3FMI2	NC_007181.1
SACI_RS03510	SACI_RS03510		Sacid_00716		590261.0	590485.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2N9C5	NC_007181.1
SACI_RS11815	SACI_RS11815		Sacid_00717		590574.0	590774.0	-	hypothetical protein	hypothetical protein	No COG annotation	UPI000B1C0705	NC_007181.1
SACI_RS03515	Saci_0735	Saci_0735	Sacid_00718		590800.0	591231.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FWS6	NC_007181.1
SACI_RS03520	Saci_0736	Saci_0736	Sacid_00719		591228.0	592064.0	+	ABC transporter permease	hypothetical protein	Defense mechanisms	A0A0U3FF83	NC_007181.1
SACI_RS03525	btuD_3	Saci_0737	Sacid_00720		592061.0	592852.0	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U2Y820	NC_007181.1
SACI_RS03530	Saci_0738	Saci_0738	Sacid_00721		592836.0	593333.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GJW7	NC_007181.1
SACI_RS03535	Saci_0739	Saci_0739	Sacid_00722		593330.0	593644.0	+	hypothetical protein	hypothetical protein	Transcription	A0A0U3H9Q6	NC_007181.1
SACI_RS11580	SACI_RS11580				594292.0	594510.0	+	integrase		Function unknown		NC_007181.1
SACI_RS03545	Saci_0742	Saci_0742	Sacid_00724		594570.0	594803.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FV80	NC_007181.1
SACI_RS03550	Saci_0743	Saci_0743	Sacid_00725		594856.0	595146.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GVB9	NC_007181.1
SACI_RS03555	Saci_0744	Saci_0744	Sacid_00726		595153.0	596007.0	+	NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	No COG annotation	A0A0U3HL99	NC_007181.1
SACI_RS03560	Saci_0745	Saci_0745	Sacid_00727		595967.0	596758.0	-	hypothetical protein	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2VUZ8	NC_007181.1
SACI_RS03565	Saci_0746	Saci_0746	Sacid_00728		596755.0	597045.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FNE7	NC_007181.1
SACI_RS03570	hxlB	Saci_0747	Sacid_00729	murR	597129.0	597806.0	+	6-phospho-3-hexuloisomerase	HTH-type transcriptional regulator MurR	Cell wall/membrane/envelope biogenesis	UPI0002B26666	NC_007181.1
SACI_RS03575	cedB	Saci_0748	Sacid_00730		597891.0	599684.0	+	ATP-binding protein	hypothetical protein	"Replication, recombination and repair"	A0A0U3GTT0	NC_007181.1
SACI_RS03580	Saci_0749	Saci_0749	Sacid_00731		599664.0	600092.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H1Y2	NC_007181.1
SACI_RS03585	lysY	Saci_0750	Sacid_00732		600153.0	601205.0	+	N-acetyl-gamma-glutamyl-phosphate reductase	[LysW]-L-2-aminoadipate 6-phosphate reductase	Amino acid transport and metabolism	A0A0U3H228	NC_007181.1
SACI_RS03590	lysZ	Saci_0751	Sacid_00733		601207.0	601992.0	+	[LysW]-aminoadipate/[LysW]-glutamate kinase	[LysW]-aminoadipate kinase	Amino acid transport and metabolism	A0A0U3GN43	NC_007181.1
SACI_RS03595	lysM	Saci_0752	Sacid_00734	asnC_1	601992.0	602414.0	+	Lrp/AsnC family transcriptional regulator	Regulatory protein AsnC	Transcription	A0A0U2W3R8	NC_007181.1
SACI_RS03600	lysW	Saci_0753	Sacid_00735		602479.0	602649.0	+	sulfonate ABC transporter	hypothetical protein	Amino acid transport and metabolism	A0A0U3HDS3	NC_007181.1
SACI_RS03605	lysX	Saci_0754	Sacid_00736	lysX_1	602646.0	603503.0	+	lysine biosynthesis protein LysX	Alpha-aminoadipate--LysW ligase LysX	Coenzyme transport and metabolism	A0A0U2WZV0	NC_007181.1
SACI_RS03610	lysJ	Saci_0755	Sacid_00737		603500.0	604663.0	+	aspartate aminotransferase family protein	[LysW]-aminoadipate semialdehyde transaminase	Amino acid transport and metabolism	A0A0U2Y804	NC_007181.1
