locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS03695	ef1b	Saci_0772	Sacid_00751		615029	615304	+	elongation factor 1-beta	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FYI1	NC_007181.1	Op412
SACI_RS03700	ftsH_2	Saci_0773	Sacid_00752		615408	617717	+	CDC48 family AAA ATPase	ATP-dependent zinc metalloprotease FtsH	Posttranslational modification, protein turnover, chaperones	UPI00064E4324	NC_007181.1	Op413
SACI_RS03705	Saci_0774	Saci_0774	Sacid_00753		617722	617946	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2W3Q4	NC_007181.1	Op413
SACI_RS03710	fen1	Saci_0775	Sacid_00754		617953	619008	+	flap endonuclease-1	hypothetical protein	Replication, recombination and repair	UPI0009B5BDA5	NC_007181.1	Op413
SACI_RS03715	cysG_1	Saci_0776	Sacid_00755		619060	619722	+	NAD-binding protein	Siroheme synthase	Coenzyme transport and metabolism	A0A0U3FWP6	NC_007181.1	Op414
SACI_RS03720	hemA	Saci_0777	Sacid_00756		619712	620956	+	glutamyl-tRNA reductase	Glutamyl-tRNA reductase	Coenzyme transport and metabolism	A0A0U2WZT7	NC_007181.1	Op414
SACI_RS03725	hemB	Saci_0778	Sacid_00757		620910	621920	+	porphobilinogen synthase	Delta-aminolevulinic acid dehydratase	Coenzyme transport and metabolism	A0A0U3FF42	NC_007181.1	Op414
SACI_RS03730	hemL	Saci_0779	Sacid_00758		621917	623179	+	glutamate-1-semialdehyde 2,1-aminomutase	Glutamate-1-semialdehyde 2,1-aminomutase	Coenzyme transport and metabolism	UPI00005523A0	NC_007181.1	Op414
SACI_RS03735	hemC	Saci_0780	Sacid_00759		623176	624066	+	hydroxymethylbilane synthase	Porphobilinogen deaminase	Coenzyme transport and metabolism	A0A0U3H9M5	NC_007181.1	Op414
SACI_RS03740	Saci_0781	Saci_0781	Sacid_00760		624041	624703	+	uroporphyrinogen-III synthase	hypothetical protein	Coenzyme transport and metabolism	A0A0U3GKS6	NC_007181.1	Op414
SACI_RS03745	SACI_RS03745		Sacid_00761		624696	624962	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H2V5	NC_007181.1	Op414
SACI_RS03750	Saci_0782	Saci_0782	Sacid_00762		624965	626617	+	alkaline phosphatase family protein	hypothetical protein	General Function Prediction Only	A0A0U3HL68	NC_007181.1	Op414
SACI_RS03755	SACI_RS03755		Sacid_00763, Sacid_00764		626583	627977	+	FAD-dependent oxidoreductase	hypothetical protein	General Function Prediction Only		NC_007181.1	Op414
SACI_RS03760	hcnC		Sacid_00765, Sacid_00766		627974	629082	+	FAD-binding oxidoreductase	Hydrogen cyanide synthase subunit HcnC	Amino acid transport and metabolism		NC_007181.1	Op414
SACI_RS03765	Saci_0787	Saci_0787	Sacid_00767		629075	630055	-	hypothetical protein	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FNA2	NC_007181.1	Op415
SACI_RS03770	lig	Saci_0788	Sacid_00768		630109	631905	-	ATP-dependent DNA ligase	DNA ligase	Replication, recombination and repair	A0A0U2WS79	NC_007181.1	Op416
SACI_RS03775	dcd	Saci_0789	Sacid_00769	dcd_1	632052	632570	+	dCTP deaminase	dCTP deaminase, dUMP-forming	Nucleotide transport and metabolism	A0A0U2Y048	NC_007181.1	Op417
SACI_RS03780	Saci_0790	Saci_0790	Sacid_00770		632560	633267	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H2H7	NC_007181.1	Op418
SACI_RS03785	Saci_0791	Saci_0791	Sacid_00771		633321	634028	-	thioredoxin family protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3H7C9	NC_007181.1	Op419
SACI_RS03790	Saci_0792	Saci_0792	Sacid_00772		634077	634760	-	TIGR00296 family protein	hypothetical protein	Function Unknown	A0A0U3GN12	NC_007181.1	Op420
SACI_RS03795	Saci_0793	Saci_0793	Sacid_00773		634729	635196	-	Mut7-C RNAse domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U2W3N3	NC_007181.1	Op420
SACI_RS03800	Saci_0794	Saci_0794	Sacid_00774		635196	635447	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWP1	NC_007181.1	Op420
SACI_RS03805	Saci_0795	Saci_0795	Sacid_00775		635498	637264	+	NFACT family protein	hypothetical protein	Transcription	A0A0U3GZK3	NC_007181.1	Op421
SACI_RS03810	Saci_0796	Saci_0796	Sacid_00776		637298	638158	+	hypothetical protein	hypothetical protein	Signal transduction mechanisms	A0A0U3HDN7	NC_007181.1	Op421
SACI_RS03815	Saci_0797	Saci_0797	Sacid_00777		638161	639978	+	DUF460 domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3FF23	NC_007181.1	Op421
SACI_RS03820	mat	Saci_0798	Sacid_00778		639970	641181	-	Archaeal S-adenosylmethionine synthetase	S-adenosylmethionine synthase	Amino acid transport and metabolism	A0A0U3H9R1	NC_007181.1	Op422
SACI_RS03825	Saci_0799	Saci_0799	Sacid_00779		641214	641477	-	ribonucleoprotein	hypothetical protein	Transcription	A0A0U3FHU0	NC_007181.1	Op422
SACI_RS03830	Saci_0800	Saci_0800	Sacid_00780		641612	641908	+	ArsR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3GJR4	NC_007181.1	Op423
SACI_RS03835	pyrG	Saci_0801	Sacid_00781		641879	643468	-	CTP synthase	CTP synthase	Nucleotide transport and metabolism	A0A0U3FV41	NC_007181.1	Op424
SACI_RS03840	hxlA	Saci_0802	Sacid_00782		643539	644225	+	orotidine 5'-phosphate decarboxylase	3-hexulose-6-phosphate synthase	Carbohydrate transport and metabolism	UPI00005523B4	NC_007181.1	Op425
SACI_RS03845	Saci_0803	Saci_0803	Sacid_00783		644254	644706	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FTB0	NC_007181.1	Op425
SACI_RS03850	Saci_0804	Saci_0804	Sacid_00784		644764	645186	-	DUF2153 domain-containing protein	hypothetical protein	Function Unknown	UPI0002B284F5	NC_007181.1	Op426
SACI_RS03855	Saci_0805	Saci_0805	Sacid_00785		645240	645635	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NEN9	NC_007181.1	Op427
SACI_RS03860	glmM	Saci_0806	Sacid_00786		645632	646996	-	phosphoglucosamine mutase	Phosphoglucosamine mutase	Carbohydrate transport and metabolism	A0A0U3HL63	NC_007181.1	Op427
SACI_RS03865	agl16	Saci_0807	Sacid_00787	pimA	647232	648290	-	Archaeal glycosylation protein 16 (glycosyltransferase family 4 protein)	Phosphatidyl-myo-inositol mannosyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3FMJ3	NC_007181.1	Op428
SACI_RS11590	SACI_RS11590				648575	648803	+	hypothetical protein		No arCOG annotation		NC_007181.1	Op429
SACI_RS03875	rsmC	Saci_0810	Sacid_00789		648880	649443	-	class I SAM-dependent methyltransferase	Ribosomal RNA small subunit methyltransferase C	Translation, ribosomal structure and biogenesis	A0A0U3FEN3	NC_007181.1	Op430
SACI_RS03880	truB_1	Saci_0811	Sacid_00790		649445	650179	-	RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5	tRNA pseudouridine synthase B	Translation, ribosomal structure and biogenesis	UPI0009B5C125	NC_007181.1	Op430
SACI_RS03885	truB_2		Sacid_00791		650217	650471	-	H/ACA RNA-protein complex component Cbf5p	tRNA pseudouridine synthase B	Translation, ribosomal structure and biogenesis	A0A0U3GTN2	NC_007181.1	Op430
SACI_RS03890	rpl14e	Saci_0813	Sacid_00792		650473	650763	-	50S ribosomal protein L14e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3HAL5	NC_007181.1	Op430
SACI_RS03895	dbpA	Saci_0814	Sacid_00793		650808	653543	-	DEAD/DEAH box helicase	ATP-dependent RNA helicase DbpA	General Function Prediction Only	A0A0U2Y035	NC_007181.1	Op431
SACI_RS03900	Saci_0815	Saci_0815	Sacid_00794		653584	655284	+	DUF87 domain-containing protein	hypothetical protein	Replication, recombination and repair	A0A0U3GMZ6	NC_007181.1	Op432
SACI_RS03905	Saci_0816	Saci_0816	Sacid_00795		655287	655604	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H1Y5	NC_007181.1	Op432
SACI_RS03910	pcnaB	Saci_0817	Sacid_00796		655601	656353	+	DNA polymerase sliding clamp	hypothetical protein	Replication, recombination and repair	A0A0U3FM53	NC_007181.1	Op432
SACI_RS03915	mtaD_1	Saci_0818	Sacid_00797		656317	657420	-	amidohydrolase family protein	5-methylthioadenosine/S-adenosylhomocysteine deaminase	Nucleotide transport and metabolism	A0A0U2N979	NC_007181.1	Op433
SACI_RS03920	gch3	Saci_0819	Sacid_00798		657402	658061	-	GTP cyclohydrolase IIa	hypothetical protein	Nucleotide transport and metabolism	A0A0U2Y7W8	NC_007181.1	Op433
SACI_RS03925	ribH	Saci_0820	Sacid_00799		658058	658534	-	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase	Coenzyme transport and metabolism	UPI00005523C3	NC_007181.1	Op433
SACI_RS03930	Saci_0821	Saci_0821	Sacid_00800		658506	658976	-	riboflavin synthase	hypothetical protein	Coenzyme transport and metabolism	A0A0U3FF10	NC_007181.1	Op433
SACI_RS03935	ribB	Saci_0822	Sacid_00801		658973	659635	-	3,4-dihydroxy-2-butanone-4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase	Coenzyme transport and metabolism	A0A0U3F6Y4	NC_007181.1	Op433
SACI_RS03940	Saci_0823	Saci_0823	Sacid_00802		659676	660239	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FV31	NC_007181.1	Op433
SACI_RS03945	Saci_0824	Saci_0824	Sacid_00803		660301	661065	+	DUF2208 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3GKN1	NC_007181.1	Op434
SACI_RS03950	cbiA	Saci_0825	Sacid_00804	cobB	661036	662340	-	cobyrinate a,c-diamide synthase	Cobyrinate a,c-diamide synthase	Coenzyme transport and metabolism	A0A0U3H2S4	NC_007181.1	Op435
SACI_RS03955	pcnaA	Saci_0826	Sacid_00805	pcn, pcn1	662339	663121	+	proliferating cell nuclear antigen (pcna)	hypothetical protein	Replication, recombination and repair	A0A0U3FMI4	NC_007181.1	Op436
SACI_RS03960	metE_1	Saci_0827	Sacid_00806		663121	664095	+	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	Amino acid transport and metabolism	M1I3G4	NC_007181.1	Op436
SACI_RS03965	metE_2	Saci_0828	Sacid_00807		664088	665107	+	methionine synthase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	Amino acid transport and metabolism	A0A0U3GSJ8	NC_007181.1	Op436
SACI_RS03970	rps15	Saci_0829	Sacid_00808		665113	665574	+	30S ribosomal protein S15	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GTL8	NC_007181.1	Op436
SACI_RS03975	cbiX	Saci_0830	Sacid_00809	sirB	665548	665919	-	sirohydrochlorin cobaltochelatase	Sirohydrochlorin ferrochelatase	Inorganic ion transport and metabolism	A0A0U3HAJ5	NC_007181.1	Op437
SACI_RS03980	rps6e	Saci_0831	Sacid_00810		665983	666624	+	30S ribosomal protein S6e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FN67	NC_007181.1	Op438
SACI_RS03985	tuf_1	Saci_0832	Sacid_00811		666633	667883	+	translation initiation factor IF-2 subunit gamma	Elongation factor Tu	Translation, ribosomal structure and biogenesis	A0A0U3H6I5	NC_007181.1	Op438
SACI_RS03990	Saci_0833	Saci_0833	Sacid_00812		667865	668281	+	PIN domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U2WS52	NC_007181.1	Op438
SACI_RS03995	rpoE	Saci_0834	Sacid_00813	rnr	668286	668837	+	DNA-directed RNA polymerase subunit E	Ribonuclease R	Transcription	A0A0U3FWL7	NC_007181.1	Op438
SACI_RS04000	Saci_0835	Saci_0835	Sacid_00814		668837	669043	+	DNA-binding protein	hypothetical protein	Transcription	A0A0U2WZP5	NC_007181.1	Op438
SACI_RS04005	Saci_0836	Saci_0836	Sacid_00815		669058	669552	+	DUF359 domain-containing protein, GTP-dependent dephospho-CoA kinase	hypothetical protein	Function Unknown	A0A0U2Y7V1	NC_007181.1	Op438
SACI_RS04010	apgM	Saci_0837	Sacid_00816		669605	670846	-	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Carbohydrate transport and metabolism	A0A0U3FM39	NC_007181.1	Op439
SACI_RS04015	sav	Saci_0838	Sacid_00817	ftsH_3	670843	673086	-	CDC48 family AAA ATPase, Protein SAV	ATP-dependent zinc metalloprotease FtsH	Posttranslational modification, protein turnover, chaperones	UPI00005523D5	NC_007181.1	Op439
SACI_RS04020	rgy_2	Saci_0839	Sacid_00819	rgy, top-rgy	673149	676887	+	reverse gyrase, topR-1 homolog	Reverse gyrase	No arCOG annotation		NC_007181.1	Op440
SACI_RS04025	Saci_0840	Saci_0840	Sacid_00820		676892	677785	+	carbon-nitrogen hydrolase family protein	hypothetical protein	General Function Prediction Only	A0A0U3H9H7	NC_007181.1	Op440
SACI_RS04030	Saci_0841	Saci_0841	Sacid_00821		677802	678131	-	30S ribosomal protein S25e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3HDL1	NC_007181.1	Op441
SACI_RS04035	Saci_0842	Saci_0842	Sacid_00822		678181	678936	+	TrmB family transcriptional regulator	hypothetical protein	Transcription	A0A0U3FEZ7	NC_007181.1	Op442
SACI_RS04040	nikR	Saci_0843	Sacid_00823		678974	679126	+	type II toxin-antitoxin system ParD family antitoxin	Nickel-responsive regulator	Transcription	A0A0U3F6W8	NC_007181.1	Op442
SACI_RS04045	trmI	Saci_0844	Sacid_00824		679204	679971	+	tRNA (adenine-N1)-methyltransferase	tRNA (adenine(58)-N(1))-methyltransferase TrmI	Translation, ribosomal structure and biogenesis	A0A0U3FMH0	NC_007181.1	Op443
SACI_RS04050	Saci_0845	Saci_0845	Sacid_00825		679989	680318	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GKL4	NC_007181.1	Op443
SACI_RS04055	Saci_0846	Saci_0846	Sacid_00826		680315	681274	+	V-type ATPase subunit	hypothetical protein	Energy production and conversion	A0A0U3GSI2	NC_007181.1	Op443
SACI_RS04060	Saci_0847	Saci_0847	Sacid_00827		681257	681586	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GV41	NC_007181.1	Op444
SACI_RS04065	Saci_0848	Saci_0848	Sacid_00828		681646	682626	+	aldo/keto reductase	hypothetical protein	Energy production and conversion	A0A0U3FRY6	NC_007181.1	Op445
SACI_RS04070	Saci_0849	Saci_0849	Sacid_00829		682610	683185	-	XTP/dITP diphosphatase	dITP/XTP pyrophosphatase	Nucleotide transport and metabolism	A0A0U3HAI3	NC_007181.1	Op446
SACI_RS04075	Saci_0850	Saci_0850	Sacid_00830		683139	683798	-	Kae1-associated kinase Bud32	hypothetical protein	Signal transduction mechanisms	A0A0U2VUP4	NC_007181.1	Op446
SACI_RS04080	kae1	Saci_0851	Sacid_00831	tsaD	683789	684787	-	N(6)-L-threonylcarbamoyladenine synthase Kae1	tRNA N6-adenosine threonylcarbamoyltransferase	Replication, recombination and repair	A0A0U3FN59	NC_007181.1	Op446
SACI_RS11595	rps27ae	Saci_0852			684784	684978	-	30S ribosomal protein S27ae		Translation, ribosomal structure and biogenesis	M1I3J1	NC_007181.1	Op446
SACI_RS04085	rps24e	Saci_0853	Sacid_00832		684959	685315	-	30S ribosomal protein S24e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WS36	NC_007181.1	Op446
SACI_RS04090	thi4_2	Saci_0854	Sacid_00833	thi4	685342	686139	-	thiazole biosynthesis protein	Thiamine thiazole synthase	Carbohydrate transport and metabolism	A0A0U2XZZ7	NC_007181.1	Op446
SACI_RS11600	Saci_0855	Saci_0855			686222	686431	+	TRASH domain-containing protein		Function Unknown	UPI00005523E6	NC_007181.1	Op447
SACI_RS04095	ubiX	Saci_0856	Sacid_00834		686362	687024	+	UbiX family flavin prenyltransferase	Flavin prenyltransferase UbiX	Coenzyme transport and metabolism	A0A0U2WZN2	NC_007181.1	Op447
SACI_RS04100	Saci_0857	Saci_0857	Sacid_00835		686987	687382	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y7T4	NC_007181.1	Op448
SACI_RS04105	endA	Saci_0858	Sacid_00836		687428	687973	-	tRNA-intron lyase	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FM22	NC_007181.1	Op449
SACI_RS04110	Saci_0859	Saci_0859	Sacid_00837		687983	688615	-	DUF47 family protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2N959	NC_007181.1	Op449
SACI_RS04115	Saci_0860	Saci_0860	Sacid_00838		688640	689038	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HDJ6	NC_007181.1	Op449
SACI_RS04120	Saci_0861	Saci_0861	Sacid_00839		689035	689403	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FEY0	NC_007181.1	Op449
SACI_RS04125	glyS	Saci_0862	Sacid_00840		689396	691120	-	glycine--tRNA ligase	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3F6V1	NC_007181.1	Op449
SACI_RS04130	gbuA_1	Saci_0863	Sacid_00841	speB	691161	692051	+	agmatinase	Guanidinobutyrase	Amino acid transport and metabolism	A0A0U3GJM3	NC_007181.1	Op450
SACI_RS11605	rpoP	Saci_0864	Sacid_00842		692029	692175	-	DNA-directed RNA polymerase subunit P	hypothetical protein	Transcription	A0A0U3GKK2	NC_007181.1	Op451
SACI_RS04135	yciH	Saci_0865	Sacid_00843		692263	692562	+	stress response translation initiation inhibitor YciH, Protein translation factor SUI1 homolog	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GSG6	NC_007181.1	Op452
SACI_RS04140	tfb1	Saci_0866	Sacid_00844		692672	693595	-	transcription initiation factor IIB	hypothetical protein	Transcription	A0A0U3GTI4	NC_007181.1	Op453
SACI_RS04145	Saci_0867	Saci_0867	Sacid_00845		693704	693973	+	DUF131 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3GFH0	NC_007181.1	Op454
SACI_RS11820	SACI_RS11820				694196	694357	-	integrase		Function Unknown		NC_007181.1	Op455
SACI_RS04155	Saci_0869	Saci_0869	Sacid_00847		694942	696009	-	glycosyltransferase	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3H2B3	NC_007181.1	Op456
SACI_RS04160	Saci_0870	Saci_0870	Sacid_00848		696029	696892	+	glycosyltransferase	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3FN47	NC_007181.1	Op457
SACI_RS04165	htpX1	Saci_0871	Sacid_00849		697526	698449	-	zinc metalloprotease HtpX homolog 1	Protease HtpX	Posttranslational modification, protein turnover, chaperones	A0A0U2WS16	NC_007181.1	Op458
SACI_RS04170	cadA	Saci_0872	Sacid_00850	copA	698592	700817	-	cadmium-translocating P-type ATPase	Copper-exporting P-type ATPase	Inorganic ion transport and metabolism	A0A0U2XZX9	NC_007181.1	Op459
SACI_RS11610	Saci_0873	Saci_0873	Sacid_00851		700810	700977	-	YHS domain-containing protein	hypothetical protein	Function Unknown	M1ITZ6	NC_007181.1	Op459
SACI_RS04175	Saci_0874	Saci_0874	Sacid_00852		701108	701617	+	TRASH domain-containing protein	hypothetical protein	Inorganic ion transport and metabolism	M1J1D5	NC_007181.1	Op460
SACI_RS04180	Saci_0875	Saci_0875	Sacid_00853		701644	701922	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y7S2	NC_007181.1	Op460
SACI_RS04185	ftsH_4	Saci_0877	Sacid_00854		701985	703760	+	AAA family ATPase	ATP-dependent zinc metalloprotease FtsH	Posttranslational modification, protein turnover, chaperones	F2Z698	NC_007181.1	Op461
SACI_RS04190	Saci_0878	Saci_0878	Sacid_00855		703792	704349	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2N947	NC_007181.1	Op461
SACI_RS04195	Saci_0879	Saci_0879	Sacid_00856		704349	705005	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FUY5	NC_007181.1	Op461
SACI_RS04200	ykoD_1	Saci_0880	Sacid_00857		704955	706073	-	ATP-binding cassette domain-containing protein	Putative HMP/thiamine import ATP-binding protein YkoD	Inorganic ion transport and metabolism	A0A0U3FEV3	NC_007181.1	Op462
SACI_RS04205	Saci_0881	Saci_0881	Sacid_00858		706323	707582	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3F6T9	NC_007181.1	Op463
SACI_RS04210	Saci_0882	Saci_0882	Sacid_00859		708228	708533	+	Predicted TF regulator	hypothetical protein	Transcription	A0A0U3FMD4	NC_007181.1	Op464
SACI_RS04215	amt	Saci_0883	Sacid_00860		708849	710294	+	Ammonia permease, ammonium transporter	Ammonia channel	Inorganic ion transport and metabolism	UPI0002B27354	NC_007181.1	Op465
SACI_RS04220	pp2a	Saci_0884	Sacid_00861	saci_pp2a	710350	711231	-	metallophosphoesterase	hypothetical protein	Signal transduction mechanisms	A0A0U3GSF1	NC_007181.1	Op466
SACI_RS04225	araD	Saci_0885	Sacid_00862	D-XAD, dgoD	711318	712505	+	xylonate/arabinoate dehydratase, mandelate racemase/muconate lactonizing enzyme family protein	D-galactonate dehydratase	Cell wall/membrane/envelope biogenesis	A0A0U3GTH2	NC_007181.1	Op467
SACI_RS04230	naiP	Saci_0886	Sacid_00863		712521	714002	-	MFS transporter	Putative niacin/nicotinamide transporter NaiP	Carbohydrate transport and metabolism	A0A0U3HAF2	NC_007181.1	Op468
