locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS02935	NC_007181.1	492245.0	492898.0	-	Saci_0617	Saci_0617	Sacid_00603		50S ribosomal protein L15e	hypothetical protein	WP_011277511.1
SACI_RS02940	NC_007181.1	492962.0	494164.0	+	OLA1	Saci_0618	Sacid_00604		redox-regulated ATPase YchF	Obg-like ATPase 1	WP_011277512.1
SACI_RS02945	NC_007181.1	494154.0	495371.0	-	glmU_1	Saci_0619	Sacid_00605		NTP transferase domain-containing protein	Bifunctional protein GlmU	WP_011277513.1
SACI_RS02950	NC_007181.1	495383.0	495976.0	-	Saci_0620	Saci_0620	Sacid_00606		30S ribosomal protein S3ae	hypothetical protein	WP_011277514.1
SACI_RS02955	NC_007181.1	496001.0	496708.0	-	trmL	Saci_0621	Sacid_00607		RNA methyltransferase	tRNA (cytidine(34)-2'-O)-methyltransferase	WP_011277515.1
SACI_RS02960	NC_007181.1	496683.0	497285.0	-	prmC	Saci_0622	Sacid_00608		methyltransferase	Release factor glutamine methyltransferase	WP_011277516.1
SACI_RS02965	NC_007181.1	497237.0	497905.0	-	rsmA	Saci_0623	Sacid_00609		16S ribosomal RNA methyltransferase A	Ribosomal RNA small subunit methyltransferase A	WP_011277517.1
SACI_RS02970	NC_007181.1	497902.0	498528.0	-	Saci_0624	Saci_0624	Sacid_00610		DUF655 domain-containing protein	hypothetical protein	WP_011277518.1
SACI_RS02975	NC_007181.1	498566.0	498910.0	-	Saci_0625	Saci_0625	Sacid_00611		DNA-directed RNA polymerase subunit F	hypothetical protein	WP_011277519.1
SACI_RS02980	NC_007181.1	498931.0	499242.0	-	Saci_0626	Saci_0626	Sacid_00612		50S ribosomal protein L21e	hypothetical protein	WP_011277520.1
SACI_RS11550	NC_007181.1	499472.0	499701.0	-	SACI_RS11550				integrase		
SACI_RS11555	NC_007181.1	499991.0	500131.0	+	SACI_RS11555				putative integrase		WP_147127846.1
SACI_RS02995	NC_007181.1	500217.0	501218.0	-	Saci_0630	Saci_0630	Sacid_00614		hypothetical protein	hypothetical protein	WP_011277521.1
SACI_RS03000	NC_007181.1	501453.0	501749.0	+	Saci_0631	Saci_0631	Sacid_00615		hypothetical protein	hypothetical protein	WP_015385464.1
SACI_RS03005	NC_007181.1	501780.0	502556.0	+	Saci_0632	Saci_0632	Sacid_00616		hypothetical protein	hypothetical protein	WP_011277523.1
SACI_RS03010	NC_007181.1	502540.0	504141.0	+	Saci_0633	Saci_0633	Sacid_00617		hypothetical protein	hypothetical protein	WP_011277524.1
SACI_RS03015	NC_007181.1	504559.0	505209.0	+	tnpR	Saci_0634	Sacid_00618		recombinase family protein	Transposon Tn3 resolvase	WP_011277525.1
SACI_RS03020	NC_007181.1	505247.0	505558.0	-	Saci_0635	Saci_0635	Sacid_00619		hypothetical protein	hypothetical protein	WP_011277526.1
SACI_RS03025	NC_007181.1	505871.0	506143.0	+	Saci_0636	Saci_0636	Sacid_00620		hypothetical protein	hypothetical protein	WP_011277527.1
SACI_RS03030	NC_007181.1	506140.0	507417.0	-	Saci_0637	Saci_0637	Sacid_00621		site-specific integrase	hypothetical protein	WP_011277528.1
SACI_RS03040	NC_007181.1	507676.0	509571.0	-	rnj	Saci_0639	Sacid_00623		beta-CASP ribonuclease aCPSF1	Ribonuclease J	WP_011277529.1
SACI_RS03045	NC_007181.1	509652.0	510707.0	+	aroB_2	Saci_0640	Sacid_00624		NAD(P)-dependent glycerol-1-phosphate dehydrogenase	3-dehydroquinate synthase	WP_015385466.1
SACI_RS03050	NC_007181.1	510704.0	511477.0	-	Saci_0641	Saci_0641	Sacid_00625		peptidylprolyl isomerase	hypothetical protein	WP_015385467.1
SACI_RS03055	NC_007181.1	511503.0	511688.0	+	Saci_0642	Saci_0642	Sacid_00626		50S ribosomal protein L37e	hypothetical protein	WP_011277532.1
SACI_RS03060	NC_007181.1	511688.0	512596.0	+	speE	Saci_0643	Sacid_00627		polyamine aminopropyltransferase	Polyamine aminopropyltransferase	WP_011277533.1
SACI_RS03075	NC_007181.1	513073.0	514320.0	+	ahcY	Saci_0646	Sacid_00628		adenosylhomocysteinase	Adenosylhomocysteinase	WP_011277534.1
SACI_RS03080	NC_007181.1	514426.0	515073.0	+	Saci_0647	Saci_0647	Sacid_00629		mechanosensitive ion channel	hypothetical protein	WP_011277535.1
SACI_RS11560	NC_007181.1	515597.0	515743.0	+	SACI_RS11560				hypothetical protein		
SACI_RS03095	NC_007181.1	515799.0	516257.0	-	Saci_0650	Saci_0650	Sacid_00632		exonuclease	hypothetical protein	WP_011277536.1
SACI_RS03100	NC_007181.1	516250.0	517209.0	-	haeIIIM	Saci_0651	Sacid_00633		DNA cytosine methyltransferase	Modification methylase HaeIII	WP_011277537.1
SACI_RS03105	NC_007181.1	517187.0	517702.0	-	Saci_0652	Saci_0652	Sacid_00634		"transcription factor TFIIE, subunit alpha"	hypothetical protein	WP_015385468.1
SACI_RS03110	NC_007181.1	517716.0	518114.0	-	Saci_0653	Saci_0653	Sacid_00635		tRNA methyltransferase	hypothetical protein	WP_011277539.1
SACI_RS03115	NC_007181.1	518264.0	519322.0	-	hflX	Saci_0654	Sacid_00636		GTPase HflX	GTPase HflX	WP_011277540.1
SACI_RS03120	NC_007181.1	519319.0	519810.0	-	Saci_0655	Saci_0655	Sacid_00637		TIGR00270 family protein	hypothetical protein	WP_011277541.1
SACI_RS03125	NC_007181.1	519882.0	521072.0	+	ftsH_1	Saci_0656	Sacid_00638		proteasome-activating nucleotidase	ATP-dependent zinc metalloprotease FtsH	WP_011277542.1
SACI_RS03130	NC_007181.1	521069.0	521575.0	+	Saci_0657	Saci_0657	Sacid_00639		PUA domain-containing protein	hypothetical protein	WP_011277543.1
SACI_RS03135	NC_007181.1	521575.0	522297.0	+	Saci_0658	Saci_0658	Sacid_00640		proteasome assembly chaperone family protein	hypothetical protein	WP_011277544.1
SACI_RS03140	NC_007181.1	522241.0	523785.0	-	tgtA	Saci_0659	Sacid_00641	QTRT1	tRNA guanosine(15) transglycosylase TgtA	Queuine tRNA-ribosyltransferase catalytic subunit 1	WP_015385469.1
SACI_RS03145	NC_007181.1	523739.0	524173.0	-	Saci_0660	Saci_0660	Sacid_00642		Lsm family RNA-binding protein	hypothetical protein	WP_011277546.1
SACI_RS03150	NC_007181.1	524244.0	524618.0	+	Saci_0661	Saci_0661	Sacid_00643		DNA-directed RNA polymerase subunit G	hypothetical protein	WP_011277547.1
SACI_RS03155	NC_007181.1	524615.0	525202.0	-	psmB	Saci_0662	Sacid_00644	prcB	archaeal proteasome endopeptidase complex subunit beta	Proteasome subunit beta	WP_011277548.1
SACI_RS03160	NC_007181.1	525232.0	526518.0	-	hisS	Saci_0663	Sacid_00645		histidine--tRNA ligase	Histidine--tRNA ligase	WP_011277549.1
SACI_RS03165	NC_007181.1	526525.0	526800.0	-	Saci_0664	Saci_0664	Sacid_00646		hypothetical protein	hypothetical protein	WP_011277550.1
SACI_RS03170	NC_007181.1	526865.0	527452.0	+	Saci_0665	Saci_0665	Sacid_00647		TFIIB-type zinc ribbon-containing protein	hypothetical protein	WP_011277551.1
SACI_RS03175	NC_007181.1	527522.0	529183.0	+	groL_1	Saci_0666	Sacid_00648		thermosome subunit	60 kDa chaperonin	WP_011277552.1
SACI_RS03180	NC_007181.1	529180.0	530820.0	-	Saci_0667	Saci_0667	Sacid_00649		ATP-binding protein	hypothetical protein	WP_011277553.1
SACI_RS03185	NC_007181.1	530841.0	531239.0	-	Saci_0668	Saci_0668	Sacid_00650		hypothetical protein	hypothetical protein	WP_011277554.1
SACI_RS03190	NC_007181.1	531229.0	531483.0	-	Saci_0669	Saci_0669	Sacid_00651		MoaD/ThiS family protein	hypothetical protein	WP_011277555.1
SACI_RS03195	NC_007181.1	531486.0	531734.0	-	Saci_0670	Saci_0670	Sacid_00652		30S ribosomal protein S17e	hypothetical protein	WP_011277556.1
SACI_RS03200	NC_007181.1	531780.0	532937.0	-	fbp	Saci_0671	Sacid_00653		"fructose 1,6-bisphosphatase"	"Fructose-1,6-bisphosphate aldolase/phosphatase"	WP_011277557.1
SACI_RS03205	NC_007181.1	532970.0	534784.0	-	btuD_1	Saci_0672	Sacid_00654		ribosome biogenesis/translation initiation ATPase RLI	Vitamin B12 import ATP-binding protein BtuD	WP_011277558.1
SACI_RS03215	NC_007181.1	535612.0	536928.0	-	abaF_1	Saci_0675	Sacid_00657		MFS transporter	Fosfomycin resistance protein AbaF	WP_011277560.1
SACI_RS11565	NC_007181.1	537676.0	538980.0	-	SACI_RS11565				tyrosine-type recombinase/integrase		
SACI_RS03230	NC_007181.1	539319.0	540533.0	-	Saci_0679	Saci_0679	Sacid_00660		hypothetical protein	hypothetical protein	WP_015385471.1
SACI_RS03235	NC_007181.1	540470.0	541363.0	-	Saci_0680	Saci_0680	Sacid_00661		hypothetical protein	hypothetical protein	WP_011277564.1
SACI_RS03240	NC_007181.1	541758.0	542003.0	+	Saci_0681	Saci_0681	Sacid_00662		hypothetical protein	hypothetical protein	WP_015385472.1
SACI_RS11570	NC_007181.1	542365.0	542577.0	+	SACI_RS11570				putative integrase		WP_148149029.1
SACI_RS03250	NC_007181.1	542684.0	542992.0	-	rpsJ	Saci_0684	Sacid_00664		30S ribosomal protein S10	30S ribosomal protein S10	WP_011277566.1
SACI_RS03255	NC_007181.1	543018.0	544325.0	-	cysNC	Saci_0685	Sacid_00665	tuf	translation elongation factor EF-1 subunit alpha	Bifunctional enzyme CysN/CysC	WP_011277567.1
SACI_RS03260	NC_007181.1	544383.0	544970.0	-	Saci_0686	Saci_0686	Sacid_00666		30S ribosomal protein S7	hypothetical protein	WP_011277568.1
SACI_RS03265	NC_007181.1	545052.0	545543.0	+	Saci_0687	Saci_0687	Sacid_00667		bifunctional nuclease family protein	hypothetical protein	WP_011277569.1
SACI_RS03270	NC_007181.1	545617.0	546060.0	-	Saci_0688	Saci_0688	Sacid_00668		30S ribosomal protein S12	hypothetical protein	WP_011277570.1
SACI_RS03275	NC_007181.1	546074.0	546505.0	-	nusA	Saci_0689	Sacid_00669		NusA-like transcription termination signal-binding factor	Transcription termination/antitermination protein NusA	WP_011277571.1
SACI_RS03280	NC_007181.1	546506.0	546820.0	-	Saci_0690	Saci_0690	Sacid_00670		50S ribosomal protein L30e	hypothetical protein	WP_011277572.1
SACI_RS03285	NC_007181.1	546828.0	548009.0	-	rpoA2	Saci_0691	Sacid_00671	rpoC	DNA-directed RNA polymerase subunit A''	DNA-directed RNA polymerase subunit beta'	WP_011277573.1
SACI_RS03290	NC_007181.1	548014.0	550656.0	-	rpoA1	Saci_0692	Sacid_00672	rpoBC	DNA-directed RNA polymerase subunit A'	Bifunctional DNA-directed RNA polymerase subunit beta-beta'	WP_011277574.1
SACI_RS03295	NC_007181.1	550649.0	554029.0	-	rpoB	Saci_0693	Sacid_00673		DNA-directed RNA polymerase subunit B	DNA-directed RNA polymerase subunit beta	WP_011277575.1
SACI_RS03300	NC_007181.1	554034.0	554288.0	-	rpoH	Saci_0694	Sacid_00674		DNA-directed RNA polymerase subunit H	hypothetical protein	WP_011277576.1
SACI_RS03305	NC_007181.1	554494.0	556302.0	+	infB	Saci_0695	Sacid_00675		translation initiation factor IF-2	Translation initiation factor IF-2	WP_011277577.1
SACI_RS03310	NC_007181.1	556271.0	556708.0	-	ndk	Saci_0696	Sacid_00676		nucleoside-diphosphate kinase	Nucleoside diphosphate kinase	WP_011277578.1
SACI_RS03315	NC_007181.1	556705.0	556893.0	-	Saci_0697	Saci_0697			50S ribosomal protein L24e		WP_011277579.1
SACI_RS03320	NC_007181.1	556957.0	557211.0	+	Saci_0698	Saci_0698	Sacid_00677		30S ribosomal protein S28e	hypothetical protein	WP_011277580.1
SACI_RS03325	NC_007181.1	557216.0	557866.0	+	upp	Saci_0699	Sacid_00678		uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase	WP_011277581.1
SACI_RS03330	NC_007181.1	557908.0	559326.0	+	gatB	Saci_0700	Sacid_00679		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	WP_011277582.1
SACI_RS03335	NC_007181.1	559395.0	560132.0	+	xpt	Saci_0701	Sacid_00680		phosphoribosyltransferase	Xanthine phosphoribosyltransferase	WP_011277583.1
SACI_RS03340	NC_007181.1	560129.0	560707.0	+	Saci_0702	Saci_0702	Sacid_00681		MBL fold metallo-hydrolase	hypothetical protein	WP_011277584.1
SACI_RS03345	NC_007181.1	560743.0	562497.0	-	moaA_2	Saci_0703	Sacid_00682		radical SAM protein	"GTP 3',8-cyclase"	WP_011277585.1
SACI_RS03350	NC_007181.1	562567.0	563496.0	-	thiL_2	Saci_0704	Sacid_00683		thiamine-monophosphate kinase	Thiamine-monophosphate kinase	WP_015385473.1
SACI_RS03360	NC_007181.1	563647.0	565005.0	-	purB	Saci_0706	Sacid_00684		adenylosuccinate lyase	Adenylosuccinate lyase	WP_011277587.1
SACI_RS03365	NC_007181.1	565047.0	566048.0	+	Saci_0707	Saci_0707	Sacid_00685		formate--phosphoribosylaminoimidazolecarboxamide ligase	hypothetical protein	WP_011277588.1
SACI_RS03370	NC_007181.1	566045.0	567094.0	+	Saci_0708	Saci_0708	Sacid_00686		formate--phosphoribosylaminoimidazolecarboxamide ligase family protein	hypothetical protein	WP_011277589.1
SACI_RS03375	NC_007181.1	567223.0	568236.0	+	purA	Saci_0709	Sacid_00687		adenylosuccinate synthetase	Adenylosuccinate synthetase	WP_011277590.1
SACI_RS03380	NC_007181.1	568239.0	569642.0	+	Saci_0710	Saci_0710	Sacid_00688		NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	WP_011277591.1
SACI_RS03385	NC_007181.1	569680.0	570645.0	+	Saci_0711	Saci_0711	Sacid_00689		AsnC family transcriptional regulator	hypothetical protein	WP_011277592.1
SACI_RS03390	NC_007181.1	570623.0	571423.0	-	pheA	Saci_0712	Sacid_00690		prephenate dehydratase	Bifunctional chorismate mutase/prephenate dehydratase	WP_080504004.1
SACI_RS03395	NC_007181.1	571467.0	572708.0	-	tdcB	Saci_0713	Sacid_00691		threonine ammonia-lyase	L-threonine ammonia-lyase	WP_015385476.1
SACI_RS03400	NC_007181.1	572709.0	573227.0	-	Saci_0714	Saci_0714	Sacid_00692		HIT domain-containing protein	AP-4-A phosphorylase	WP_011277595.1
SACI_RS03405	NC_007181.1	573265.0	574230.0	-	radA	Saci_0715	Sacid_00693	recA	DNA repair and recombination protein RadA	Protein RecA	WP_011277596.1
SACI_RS03410	NC_007181.1	574292.0	574789.0	-	Saci_0716	Saci_0716	Sacid_00694		hypothetical protein	hypothetical protein	WP_011277597.1
SACI_RS03415	NC_007181.1	574801.0	575817.0	-	rsmF_1	Saci_0717	Sacid_00695		RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase F	WP_015385477.1
SACI_RS03420	NC_007181.1	575816.0	576373.0	+	cyaB	Saci_0718	Sacid_00696		class IV adenylate cyclase	hypothetical protein	WP_011277599.1
SACI_RS03425	NC_007181.1	576339.0	577175.0	+	salL	Saci_0719	Sacid_00697		S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	Adenosyl-chloride synthase	WP_011277600.1
SACI_RS03430	NC_007181.1	577130.0	577645.0	+	Saci_0720	Saci_0720	Sacid_00698		nicotinamide-nucleotide adenylyltransferase	Bifunctional NMN adenylyltransferase/Nudix hydrolase	WP_011277601.1
SACI_RS03435	NC_007181.1	577659.0	578195.0	-	Saci_0721	Saci_0721	Sacid_00699		DUF99 family protein	hypothetical protein	WP_011277602.1
SACI_RS03440	NC_007181.1	578164.0	579357.0	-	Saci_0722	Saci_0722	Sacid_00700		orc1/cdc6 family replication initiation protein	hypothetical protein	WP_011277603.1
SACI_RS03450	NC_007181.1	580124.0	581809.0	+	Saci_0724	Saci_0724	Sacid_00702		hypothetical protein	hypothetical protein	WP_011277604.1
SACI_RS11915	NC_007181.1	582313.0	582486.0	-	SACI_RS11915		Sacid_00703		hypothetical protein	hypothetical protein	WP_155589490.1
SACI_RS03455	NC_007181.1	582782.0	583939.0	+	Saci_0725	Saci_0725	Sacid_00704		MFS transporter	hypothetical protein	WP_069188162.1
SACI_RS03460	NC_007181.1	584094.0	584273.0	+	SACI_RS03460		Sacid_00705		hypothetical protein	hypothetical protein	WP_048054388.1
SACI_RS03465	NC_007181.1	584239.0	584574.0	+	Saci_0726	Saci_0726	Sacid_00706		hypothetical protein	hypothetical protein	WP_011277606.1
SACI_RS03470	NC_007181.1	584714.0	585013.0	+	Saci_0727	Saci_0727	Sacid_00708		transcriptional regulator	hypothetical protein	WP_011277607.1
SACI_RS03475	NC_007181.1	584988.0	585761.0	+	Saci_0728	Saci_0728	Sacid_00709		geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase	Geranylgeranylglyceryl phosphate synthase	WP_011277608.1
SACI_RS03480	NC_007181.1	585748.0	585927.0	+	Saci_0729	Saci_0729	Sacid_00710		preprotein translocase subunit Sec61beta	hypothetical protein	WP_011277609.1
SACI_RS03485	NC_007181.1	586235.0	586732.0	-	Saci_0730	Saci_0730	Sacid_00711		DUF367 family protein	hypothetical protein	WP_011277610.1
SACI_RS03490	NC_007181.1	586789.0	587040.0	+	Saci_0731	Saci_0731	Sacid_00712		Lrp/AsnC ligand binding domain-containing protein	hypothetical protein	WP_011277611.1
SACI_RS03495	NC_007181.1	587163.0	588344.0	+	Saci_0732	Saci_0732	Sacid_00713		DUF1743 domain-containing protein	hypothetical protein	WP_011277612.1
SACI_RS03500	NC_007181.1	588683.0	589342.0	-	Saci_0733	Saci_0733	Sacid_00714		hypothetical protein	hypothetical protein	WP_011277613.1
SACI_RS03505	NC_007181.1	589347.0	590147.0	-	btuD_2	Saci_0734	Sacid_00715		ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	WP_011277614.1
SACI_RS03510	NC_007181.1	590261.0	590485.0	+	SACI_RS03510		Sacid_00716		hypothetical protein	hypothetical protein	WP_015385485.1
SACI_RS11815	NC_007181.1	590574.0	590774.0	-	SACI_RS11815		Sacid_00717		hypothetical protein	hypothetical protein	WP_147127842.1
SACI_RS03515	NC_007181.1	590800.0	591231.0	+	Saci_0735	Saci_0735	Sacid_00718		hypothetical protein	hypothetical protein	WP_011277615.1
SACI_RS03520	NC_007181.1	591228.0	592064.0	+	Saci_0736	Saci_0736	Sacid_00719		ABC transporter permease	hypothetical protein	WP_015385486.1
SACI_RS03525	NC_007181.1	592061.0	592852.0	+	btuD_3	Saci_0737	Sacid_00720		ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	WP_011277617.1
SACI_RS03530	NC_007181.1	592836.0	593333.0	+	Saci_0738	Saci_0738	Sacid_00721		hypothetical protein	hypothetical protein	WP_015385487.1
SACI_RS03535	NC_007181.1	593330.0	593644.0	+	Saci_0739	Saci_0739	Sacid_00722		hypothetical protein	hypothetical protein	WP_011277619.1
SACI_RS11580	NC_007181.1	594292.0	594510.0	+	SACI_RS11580				integrase		
SACI_RS03545	NC_007181.1	594570.0	594803.0	-	Saci_0742	Saci_0742	Sacid_00724		hypothetical protein	hypothetical protein	WP_015385488.1
SACI_RS03550	NC_007181.1	594856.0	595146.0	+	Saci_0743	Saci_0743	Sacid_00725		hypothetical protein	hypothetical protein	WP_011277621.1
SACI_RS03555	NC_007181.1	595153.0	596007.0	+	Saci_0744	Saci_0744	Sacid_00726		NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	WP_011277622.1
SACI_RS03560	NC_007181.1	595967.0	596758.0	-	Saci_0745	Saci_0745	Sacid_00727		hypothetical protein	hypothetical protein	WP_011277623.1
SACI_RS03565	NC_007181.1	596755.0	597045.0	-	Saci_0746	Saci_0746	Sacid_00728		hypothetical protein	hypothetical protein	WP_011277624.1
SACI_RS03570	NC_007181.1	597129.0	597806.0	+	hxlB	Saci_0747	Sacid_00729	murR	6-phospho-3-hexuloisomerase	HTH-type transcriptional regulator MurR	WP_015385489.1
SACI_RS03575	NC_007181.1	597891.0	599684.0	+	Saci_0748	Saci_0748	Sacid_00730		ATP-binding protein	hypothetical protein	WP_011277626.1
SACI_RS03580	NC_007181.1	599664.0	600092.0	-	Saci_0749	Saci_0749	Sacid_00731		hypothetical protein	hypothetical protein	WP_011277627.1
SACI_RS03585	NC_007181.1	600153.0	601205.0	+	lysY	Saci_0750	Sacid_00732		N-acetyl-gamma-glutamyl-phosphate reductase	[LysW]-L-2-aminoadipate 6-phosphate reductase	WP_011277628.1
SACI_RS03590	NC_007181.1	601207.0	601992.0	+	lysZ	Saci_0751	Sacid_00733		[LysW]-aminoadipate/[LysW]-glutamate kinase	[LysW]-aminoadipate kinase	WP_011277629.1
SACI_RS03595	NC_007181.1	601992.0	602414.0	+	asnC_1	Saci_0752	Sacid_00734		Lrp/AsnC family transcriptional regulator	Regulatory protein AsnC	WP_011277630.1
SACI_RS03600	NC_007181.1	602479.0	602649.0	+	Saci_0753	Saci_0753	Sacid_00735		sulfonate ABC transporter	hypothetical protein	WP_011277631.1
SACI_RS03605	NC_007181.1	602646.0	603503.0	+	lysX_1	Saci_0754	Sacid_00736	lysX	lysine biosynthesis protein LysX	Alpha-aminoadipate--LysW ligase LysX	WP_015385490.1
SACI_RS03610	NC_007181.1	603500.0	604663.0	+	lysJ	Saci_0755	Sacid_00737		aspartate aminotransferase family protein	[LysW]-aminoadipate semialdehyde transaminase	WP_011277633.1
SACI_RS03615	NC_007181.1	604611.0	605651.0	+	lysK	Saci_0756	Sacid_00738		N-acetyl-lysine deacetylase	[LysW]-lysine hydrolase	WP_011277634.1
SACI_RS03620	NC_007181.1	605636.0	606424.0	+	uppS	Saci_0757	Sacid_00739		"di-trans,poly-cis-decaprenylcistransferase"	"(2Z,6E)-farnesyl diphosphate synthase"	WP_011277635.1
SACI_RS03625	NC_007181.1	606457.0	606843.0	+	Saci_0758	Saci_0758	Sacid_00740		30S ribosomal protein S8e	hypothetical protein	WP_011277636.1
SACI_RS03630	NC_007181.1	606840.0	607118.0	+	Saci_0759	Saci_0759	Sacid_00741		hypothetical protein	hypothetical protein	WP_011277637.1
SACI_RS03640	NC_007181.1	607284.0	607526.0	-	SACI_RS03640		Sacid_00742		hypothetical protein	hypothetical protein	WP_015385491.1
SACI_RS03645	NC_007181.1	607507.0	608436.0	-	galE	Saci_0761	Sacid_00743		NAD-dependent epimerase/dehydratase family protein	UDP-glucose 4-epimerase	WP_015385492.1
SACI_RS03655	NC_007181.1	608869.0	610491.0	-	iolD	Saci_0763	Sacid_00744		thiamine pyrophosphate-binding protein	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase"	WP_011277639.1
SACI_RS03665	NC_007181.1	610693.0	611253.0	+	Saci_0765	Saci_0765	Sacid_00746		nucleotidyltransferase	hypothetical protein	WP_011277640.1
SACI_RS03670	NC_007181.1	611250.0	611420.0	-	Saci_0766	Saci_0766			50S ribosomal protein L40e		WP_011277641.1
